step,train_loss,val_loss,hellaswag,mmlu,arc,lr,grad_norm,tokens_per_sec,mfu,dt_ms
351,4.615946,,,,,2.366387e-03,0.2119,286964.72,0.526779,1827.01
352,4.604129,,,,,2.373109e-03,0.1854,287041.66,0.526920,1826.52
353,4.569137,,,,,2.379832e-03,0.1808,286760.88,0.526405,1828.31
354,4.602817,,,,,2.386555e-03,0.1893,287065.64,0.526964,1826.37
355,4.567121,,,,,2.393277e-03,0.2076,287052.67,0.526940,1826.45
356,4.572280,,,,,2.400000e-03,0.2280,286936.52,0.526727,1827.19
357,4.586138,,,,,2.400000e-03,0.2122,286402.23,0.525746,1830.60
358,4.593350,,,,,2.400000e-03,0.2490,287159.95,0.527137,1825.77
359,4.577847,,,,,2.400000e-03,0.2689,287019.14,0.526879,1826.67
360,4.590493,,,,,2.400000e-03,0.2378,286954.61,0.526760,1827.08
361,4.569174,,,,,2.400000e-03,0.2626,286801.35,0.526479,1828.05
362,4.590677,,,,,2.400000e-03,0.2284,287001.53,0.526847,1826.78
363,4.559914,,,,,2.400000e-03,0.2181,287079.80,0.526990,1826.28
364,4.558430,,,,,2.400000e-03,0.2282,287109.53,0.527045,1826.09
365,4.554248,,,,,2.400000e-03,0.2334,287009.25,0.526861,1826.73
366,4.540513,,,,,2.400000e-03,0.2150,286934.50,0.526723,1827.20
367,4.523874,,,,,2.400000e-03,0.1804,287144.39,0.527109,1825.87
368,4.519641,,,,,2.400000e-03,0.1779,287024.42,0.526889,1826.63
369,4.550605,,,,,2.400000e-03,0.2265,247105.23,0.453609,2121.72
370,4.517385,,,,,2.399999e-03,0.2174,287244.84,0.527293,1825.23
371,4.541651,,,,,2.399999e-03,0.2135,286925.25,0.526706,1827.26
372,4.518724,,,,,2.399999e-03,0.2480,246925.09,0.453278,2123.27
373,4.516349,,,,,2.399999e-03,0.2329,287122.98,0.527069,1826.00
374,4.505357,,,,,2.399999e-03,0.2146,287173.23,0.527162,1825.69
375,4.491717,,,,,2.399999e-03,0.2282,287282.63,0.527363,1824.99
376,4.513464,,,,,2.399999e-03,0.1985,287186.32,0.527186,1825.60
377,4.523166,,,,,2.399999e-03,0.2669,287212.99,0.527235,1825.43
378,4.531172,,,,,2.399999e-03,0.3393,287246.45,0.527296,1825.22
379,4.521517,,,,,2.399998e-03,0.2665,286537.44,0.525995,1829.74
380,4.484263,,,,,2.399998e-03,0.2120,286594.72,0.526100,1829.37
381,4.489389,,,,,2.399998e-03,0.2065,287189.99,0.527192,1825.58
382,4.502300,,,,,2.399998e-03,0.2143,287111.63,0.527049,1826.08
383,4.505530,,,,,2.399998e-03,0.2129,287060.58,0.526955,1826.40
384,4.490898,,,,,2.399998e-03,0.2235,287154.74,0.527128,1825.80
385,4.454307,,,,,2.399997e-03,0.2013,287198.96,0.527209,1825.52
386,4.474931,,,,,2.399997e-03,0.1958,287331.43,0.527452,1824.68
387,4.481337,,,,,2.399997e-03,0.1850,287283.12,0.527363,1824.99
388,4.457690,,,,,2.399997e-03,0.1966,286993.78,0.526832,1826.83
389,4.471171,,,,,2.399997e-03,0.1820,287281.05,0.527360,1825.00
390,4.425838,,,,,2.399996e-03,0.2025,287150.47,0.527120,1825.83
391,4.480252,,,,,2.399996e-03,0.2183,287259.55,0.527320,1825.14
392,4.448184,,,,,2.399996e-03,0.2397,287175.89,0.527167,1825.67
393,4.448478,,,,,2.399996e-03,0.2112,287315.73,0.527423,1824.78
394,4.453648,,,,,2.399995e-03,0.1731,286270.81,0.525505,1831.44
395,4.455955,,,,,2.399995e-03,0.2105,286576.72,0.526067,1829.49
396,4.439120,,,,,2.399995e-03,0.2234,287549.49,0.527852,1823.30
397,4.406552,,,,,2.399995e-03,0.2111,286531.39,0.525983,1829.78
398,4.428736,,,,,2.399994e-03,0.2120,287469.88,0.527706,1823.80
399,4.429861,,,,,2.399994e-03,0.1872,287417.61,0.527610,1824.13
400,4.398282,,,,,2.399994e-03,0.1978,286589.05,0.526089,1829.41
401,4.410412,,,,,2.399993e-03,0.1848,287470.40,0.527707,1823.80
402,4.428642,,,,,2.399993e-03,0.2030,287449.85,0.527669,1823.93
403,4.373673,,,,,2.399993e-03,0.2192,287530.32,0.527817,1823.42
404,4.403766,,,,,2.399993e-03,0.2042,286424.76,0.525788,1830.46
405,4.403019,,,,,2.399992e-03,0.1797,287324.33,0.527439,1824.73
406,4.410840,,,,,2.399992e-03,0.1939,287336.76,0.527462,1824.65
407,4.403006,,,,,2.399992e-03,0.1804,287361.73,0.527508,1824.49
408,4.394948,,,,,2.399991e-03,0.1752,286728.77,0.526346,1828.52
409,4.399567,,,,,2.399991e-03,0.1739,287250.54,0.527304,1825.19
410,4.398998,,,,,2.399990e-03,0.1608,287399.28,0.527577,1824.25
411,4.371541,,,,,2.399990e-03,0.1546,287115.79,0.527056,1826.05
412,4.363742,,,,,2.399990e-03,0.1796,287152.23,0.527123,1825.82
413,4.380197,,,,,2.399989e-03,0.2223,287153.65,0.527126,1825.81
414,4.366116,,,,,2.399989e-03,0.2106,287073.06,0.526978,1826.32
415,4.373412,,,,,2.399989e-03,0.1869,287033.41,0.526905,1826.57
416,4.381235,,,,,2.399988e-03,0.1903,287291.11,0.527378,1824.94
417,4.389130,,,,,2.399988e-03,0.1732,287039.52,0.526916,1826.54
418,4.353213,,,,,2.399987e-03,0.1926,287106.23,0.527039,1826.11
419,4.350941,,,,,2.399987e-03,0.2484,287176.30,0.527167,1825.67
420,4.354206,,,,,2.399987e-03,0.2800,287245.89,0.527295,1825.22
421,4.367447,,,,,2.399986e-03,0.2921,287402.85,0.527583,1824.23
422,4.362905,,,,,2.399986e-03,0.2853,287286.91,0.527370,1824.96
423,4.385845,,,,,2.399985e-03,0.2376,287170.04,0.527156,1825.71
424,4.366788,,,,,2.399985e-03,0.2219,287073.69,0.526979,1826.32
425,4.346862,,,,,2.399984e-03,0.1879,287170.49,0.527157,1825.70
426,4.357308,,,,,2.399984e-03,0.1882,287209.27,0.527228,1825.46
427,4.340339,,,,,2.399983e-03,0.1890,287213.89,0.527236,1825.43
428,4.357334,,,,,2.399983e-03,0.2146,287266.83,0.527334,1825.09
429,4.330499,,,,,2.399982e-03,0.2031,287337.17,0.527463,1824.64
430,4.347647,,,,,2.399982e-03,0.1990,287164.38,0.527145,1825.74
431,4.311490,,,,,2.399981e-03,0.2751,287186.28,0.527186,1825.60
432,4.320844,,,,,2.399981e-03,0.2222,287198.28,0.527208,1825.53
433,4.352331,,,,,2.399980e-03,0.2212,287144.73,0.527109,1825.87
434,4.319557,,,,,2.399980e-03,0.2463,287204.02,0.527218,1825.49
435,4.302133,,,,,2.399979e-03,0.1899,287255.64,0.527313,1825.16
436,4.324127,,,,,2.399979e-03,0.1712,287224.99,0.527257,1825.36
437,4.332583,,,,,2.399978e-03,0.1699,287205.67,0.527221,1825.48
438,4.301929,,,,,2.399978e-03,0.1762,287493.33,0.527749,1823.65
439,4.297283,,,,,2.399977e-03,0.1517,287276.10,0.527351,1825.03
440,4.311236,,,,,2.399977e-03,0.1554,287494.12,0.527751,1823.65
441,4.305204,,,,,2.399976e-03,0.1665,287511.37,0.527782,1823.54
442,4.295393,,,,,2.399975e-03,0.1751,287100.87,0.527029,1826.15
443,4.293315,,,,,2.399975e-03,0.1789,287568.41,0.527887,1823.18
444,4.263492,,,,,2.399974e-03,0.1706,287459.92,0.527688,1823.86
445,4.289483,,,,,2.399974e-03,0.1515,286515.45,0.525954,1829.88
446,4.288522,,,,,2.399973e-03,0.1444,287497.39,0.527757,1823.63
447,4.257823,,,,,2.399973e-03,0.1526,286909.57,0.526678,1827.36
448,4.264587,,,,,2.399972e-03,0.1697,287070.51,0.526973,1826.34
449,4.260224,,,,,2.399971e-03,0.2121,286843.77,0.526557,1827.78
450,4.282913,,,,,2.399971e-03,0.2061,287196.22,0.527204,1825.54
451,4.301898,,,,,2.399970e-03,0.2029,287437.94,0.527648,1824.00
452,4.261545,,,,,2.399969e-03,0.2680,287357.41,0.527500,1824.52
453,4.262231,,,,,2.399969e-03,0.2599,287545.62,0.527845,1823.32
454,4.253078,,,,,2.399968e-03,0.2110,287384.90,0.527550,1824.34
455,4.301127,,,,,2.399967e-03,0.2071,287371.26,0.527525,1824.43
456,4.243150,,,,,2.399967e-03,0.1690,286583.93,0.526080,1829.44
457,4.241068,,,,,2.399966e-03,0.1657,287398.98,0.527576,1824.25
458,4.244102,,,,,2.399965e-03,0.1652,287400.48,0.527579,1824.24
459,4.251097,,,,,2.399965e-03,0.1558,287239.47,0.527283,1825.26
460,4.277589,,,,,2.399964e-03,0.1854,287345.54,0.527478,1824.59
461,4.245555,,,,,2.399963e-03,0.1908,287544.83,0.527844,1823.33
462,4.230750,,,,,2.399963e-03,0.1925,287280.30,0.527358,1825.01
463,4.214528,,,,,2.399962e-03,0.1689,287592.03,0.527930,1823.03
464,4.253779,,,,,2.399961e-03,0.1543,287510.96,0.527782,1823.54
465,4.265945,,,,,2.399960e-03,0.1443,287673.03,0.528079,1822.51
466,4.232373,,,,,2.399960e-03,0.1485,287537.16,0.527830,1823.37
467,4.240572,,,,,2.399959e-03,0.1716,287569.20,0.527889,1823.17
468,4.244145,,,,,2.399958e-03,0.1809,287463.87,0.527695,1823.84
469,4.213202,,,,,2.399957e-03,0.1724,245965.36,0.451517,2131.55
470,4.218224,,,,,2.399957e-03,0.1745,286540.72,0.526001,1829.72
471,4.190667,,,,,2.399956e-03,0.1741,287401.35,0.527580,1824.24
472,4.233146,,,,,2.399955e-03,0.1797,287479.31,0.527724,1823.74
473,4.224177,,,,,2.399954e-03,0.1914,245947.25,0.451483,2131.71
474,4.203009,,,,,2.399954e-03,0.1900,287761.68,0.528242,1821.95
475,4.221791,,,,,2.399953e-03,0.1968,287684.51,0.528100,1822.44
476,4.236279,,,,,2.399952e-03,0.1979,287568.33,0.527887,1823.18
477,4.217912,,,,,2.399951e-03,0.1837,287842.14,0.528390,1821.44
478,4.229671,,,,,2.399950e-03,0.2270,287740.07,0.528202,1822.09
479,4.207358,,,,,2.399950e-03,0.2344,287609.37,0.527962,1822.92
480,4.208331,,,,,2.399949e-03,0.2243,287632.01,0.528004,1822.77
481,4.197944,,,,,2.399948e-03,0.1801,287619.34,0.527981,1822.85
482,4.224441,,,,,2.399947e-03,0.1828,287445.60,0.527662,1823.96
483,4.222252,,,,,2.399946e-03,0.1498,287676.60,0.528086,1822.49
484,4.205627,,,,,2.399945e-03,0.1470,287575.14,0.527899,1823.13
485,4.198849,,,,,2.399944e-03,0.1569,287562.20,0.527876,1823.22
486,4.174251,,,,,2.399944e-03,0.1459,287663.09,0.528061,1822.58
487,4.209777,,,,,2.399943e-03,0.1347,287608.35,0.527960,1822.92
488,4.208998,,,,,2.399942e-03,0.1462,287580.86,0.527910,1823.10
489,4.169778,,,,,2.399941e-03,0.1605,287531.37,0.527819,1823.41
490,4.207235,,,,,2.399940e-03,0.1742,287603.46,0.527951,1822.95
491,4.177616,,,,,2.399939e-03,0.1885,287534.30,0.527825,1823.39
492,4.176403,,,,,2.399938e-03,0.1971,287540.36,0.527836,1823.35
493,4.173615,,,,,2.399937e-03,0.1895,287304.02,0.527402,1824.85
494,4.172687,,,,,2.399936e-03,0.1600,287435.57,0.527643,1824.02
495,4.176411,,,,,2.399935e-03,0.1654,287309.16,0.527411,1824.82
496,4.147106,,,,,2.399934e-03,0.1385,287613.24,0.527969,1822.89
497,4.164198,,,,,2.399934e-03,0.1376,287623.10,0.527988,1822.83
498,4.159852,,,,,2.399933e-03,0.1534,287457.33,0.527683,1823.88
499,4.153657,,,,,2.399932e-03,0.1508,287498.22,0.527758,1823.62
500,4.152279,4.1770,0.2509,,,2.399931e-03,0.1491,17966.06,0.032980,29182.14
501,4.158097,,,,,2.399930e-03,0.1496,289754.52,0.531900,1809.42
502,4.150413,,,,,2.399929e-03,0.1908,289329.86,0.531121,1812.08
503,4.164164,,,,,2.399928e-03,0.2028,288249.82,0.529138,1818.87
504,4.148697,,,,,2.399927e-03,0.1649,289097.57,0.530694,1813.53
505,4.198546,,,,,2.399926e-03,0.1722,289749.86,0.531892,1809.45
506,4.159450,,,,,2.399925e-03,0.1672,289887.03,0.532143,1808.59
507,4.181235,,,,,2.399924e-03,0.1783,289183.18,0.530851,1813.00
508,4.179379,,,,,2.399923e-03,0.1890,288765.20,0.530084,1815.62
509,4.151856,,,,,2.399922e-03,0.1671,288012.69,0.528703,1820.36
510,4.152890,,,,,2.399921e-03,0.1492,288512.31,0.529620,1817.21
511,4.141818,,,,,2.399920e-03,0.1526,289210.57,0.530902,1812.82
512,4.126338,,,,,2.399919e-03,0.1650,288917.30,0.530363,1814.66
513,4.136485,,,,,2.399917e-03,0.1500,288509.74,0.529615,1817.23
514,4.138279,,,,,2.399916e-03,0.1500,287910.27,0.528515,1821.01
515,4.142898,,,,,2.399915e-03,0.1651,288179.93,0.529010,1819.31
516,4.112326,,,,,2.399914e-03,0.1503,288328.39,0.529282,1818.37
517,4.108111,,,,,2.399913e-03,0.1539,288288.21,0.529208,1818.62
518,4.116313,,,,,2.399912e-03,0.1576,288151.46,0.528957,1819.49
519,4.125795,,,,,2.399911e-03,0.1805,288149.72,0.528954,1819.50
520,4.155500,,,,,2.399910e-03,0.1987,287801.56,0.528315,1821.70
521,4.154977,,,,,2.399909e-03,0.2007,286793.61,0.526465,1828.10
522,4.155193,,,,,2.399908e-03,0.1643,287509.27,0.527779,1823.55
523,4.135718,,,,,2.399907e-03,0.1850,287920.23,0.528533,1820.95
524,4.118817,,,,,2.399905e-03,0.1808,287903.04,0.528501,1821.06
525,4.097507,,,,,2.399904e-03,0.1732,287765.71,0.528249,1821.93
526,4.116500,,,,,2.399903e-03,0.1605,287746.85,0.528215,1822.05
527,4.128590,,,,,2.399902e-03,0.1873,287276.96,0.527352,1825.03
528,4.103619,,,,,2.399901e-03,0.1748,287511.90,0.527783,1823.53
529,4.147920,,,,,2.399900e-03,0.1675,287724.18,0.528173,1822.19
530,4.120280,,,,,2.399899e-03,0.1832,287226.38,0.527259,1825.35
531,4.113825,,,,,2.399897e-03,0.2060,287548.18,0.527850,1823.30
532,4.114580,,,,,2.399896e-03,0.1636,286239.47,0.525448,1831.64
533,4.112127,,,,,2.399895e-03,0.1462,286280.42,0.525523,1831.38
534,4.091069,,,,,2.399894e-03,0.1479,285543.53,0.524170,1836.11
535,4.106641,,,,,2.399893e-03,0.1586,287436.06,0.527644,1824.02
536,4.118442,,,,,2.399891e-03,0.1557,287465.41,0.527698,1823.83
537,4.083629,,,,,2.399890e-03,0.1735,287353.47,0.527493,1824.54
538,4.112489,,,,,2.399889e-03,0.1896,287404.28,0.527586,1824.22
539,4.089087,,,,,2.399888e-03,0.2049,287209.76,0.527229,1825.45
540,4.106403,,,,,2.399886e-03,0.2156,287331.54,0.527452,1824.68
541,4.117014,,,,,2.399885e-03,0.1752,287308.15,0.527409,1824.83
542,4.087254,,,,,2.399884e-03,0.1555,287209.09,0.527228,1825.46
543,4.082527,,,,,2.399883e-03,0.1701,287199.41,0.527210,1825.52
544,4.094250,,,,,2.399881e-03,0.1569,246112.63,0.451787,2130.28
545,4.067293,,,,,2.399880e-03,0.1423,287232.16,0.527270,1825.31
546,4.098472,,,,,2.399879e-03,0.1692,287208.22,0.527226,1825.46
547,4.120398,,,,,2.399878e-03,0.1662,287194.08,0.527200,1825.55
548,4.080021,,,,,2.399876e-03,0.1738,287102.07,0.527031,1826.14
549,4.075937,,,,,2.399875e-03,0.1557,286979.62,0.526806,1826.92
550,4.083231,,,,,2.399874e-03,0.1296,287122.05,0.527068,1826.01
551,4.071054,,,,,2.399872e-03,0.1370,245779.27,0.451175,2133.17
552,4.049914,,,,,2.399871e-03,0.1272,288163.51,0.528980,1819.41
553,4.078903,,,,,2.399870e-03,0.1454,287015.24,0.526872,1826.69
554,4.086798,,,,,2.399868e-03,0.1478,286991.27,0.526828,1826.84
555,4.120302,,,,,2.399867e-03,0.1639,287023.07,0.526886,1826.64
556,4.084756,,,,,2.399866e-03,0.1890,286990.45,0.526826,1826.85
557,4.074805,,,,,2.399864e-03,0.1656,287043.57,0.526924,1826.51
558,4.093328,,,,,2.399863e-03,0.1570,286878.46,0.526621,1827.56
559,4.079089,,,,,2.399862e-03,0.1437,285822.89,0.524683,1834.31
560,4.061480,,,,,2.399860e-03,0.1339,286318.22,0.525592,1831.14
561,4.049051,,,,,2.399859e-03,0.1411,286945.92,0.526744,1827.13
562,4.050091,,,,,2.399857e-03,0.1362,286612.50,0.526132,1829.26
563,4.087180,,,,,2.399856e-03,0.1384,285696.41,0.524451,1835.12
564,4.089779,,,,,2.399855e-03,0.1634,286318.81,0.525593,1831.13
565,4.052007,,,,,2.399853e-03,0.1623,286954.72,0.526761,1827.08
566,4.064969,,,,,2.399852e-03,0.1483,286575.41,0.526064,1829.49
567,4.073441,,,,,2.399850e-03,0.1538,285843.14,0.524720,1834.18
568,4.068375,,,,,2.399849e-03,0.1516,286773.30,0.526428,1828.23
569,4.060765,,,,,2.399848e-03,0.1803,286645.04,0.526192,1829.05
570,4.051416,,,,,2.399846e-03,0.1984,285143.57,0.523436,1838.68
571,4.019107,,,,,2.399845e-03,0.1772,285848.86,0.524731,1834.14
572,4.021090,,,,,2.399843e-03,0.1481,286146.95,0.525278,1832.23
573,4.064138,,,,,2.399842e-03,0.1579,286289.85,0.525540,1831.32
574,4.049963,,,,,2.399840e-03,0.1465,286240.51,0.525449,1831.63
575,4.035471,,,,,2.399839e-03,0.1543,286468.46,0.525868,1830.18
576,4.037347,,,,,2.399837e-03,0.1578,286141.66,0.525268,1832.27
577,4.044535,,,,,2.399836e-03,0.1532,285955.35,0.524926,1833.46
578,4.088050,,,,,2.399834e-03,0.1554,286251.32,0.525469,1831.57
579,4.027923,,,,,2.399833e-03,0.1406,285964.31,0.524942,1833.40
580,4.029803,,,,,2.399831e-03,0.1603,286019.03,0.525043,1833.05
581,4.041216,,,,,2.399830e-03,0.1668,285689.62,0.524438,1835.17
582,4.011670,,,,,2.399828e-03,0.1410,286514.44,0.525952,1829.88
583,4.021579,,,,,2.399827e-03,0.1453,286388.02,0.525720,1830.69
584,4.041119,,,,,2.399825e-03,0.1604,286468.49,0.525868,1830.18
585,4.044865,,,,,2.399824e-03,0.1430,286409.73,0.525760,1830.55
586,4.055703,,,,,2.399822e-03,0.1296,286313.48,0.525583,1831.17
587,4.048458,,,,,2.399821e-03,0.1405,286286.31,0.525534,1831.34
588,4.044885,,,,,2.399819e-03,0.1567,286239.32,0.525447,1831.64
589,4.032423,,,,,2.399817e-03,0.1491,286481.56,0.525892,1830.09
590,4.010224,,,,,2.399816e-03,0.1610,286283.44,0.525528,1831.36
591,4.044508,,,,,2.399814e-03,0.1678,286488.68,0.525905,1830.05
592,4.025784,,,,,2.399813e-03,0.1529,286137.12,0.525260,1832.30
593,3.999527,,,,,2.399811e-03,0.1597,286530.49,0.525982,1829.78
594,4.044816,,,,,2.399810e-03,0.1442,286450.77,0.525835,1830.29
595,4.033785,,,,,2.399808e-03,0.1396,286555.40,0.526028,1829.62
596,4.008436,,,,,2.399806e-03,0.1308,286567.68,0.526050,1829.54
597,3.997231,,,,,2.399805e-03,0.1405,286533.22,0.525987,1829.76
598,3.988312,,,,,2.399803e-03,0.1499,244921.42,0.449600,2140.64
599,4.021908,,,,,2.399801e-03,0.1597,286928.32,0.526712,1827.24
600,4.027288,,,,,2.399800e-03,0.1718,285813.41,0.524665,1834.37
601,4.048204,,,,,2.399798e-03,0.1568,286305.62,0.525569,1831.22
602,4.024422,,,,,2.399796e-03,0.1376,286032.38,0.525067,1832.97
603,4.047036,,,,,2.399795e-03,0.1400,286557.97,0.526032,1829.61
604,3.998476,,,,,2.399793e-03,0.1405,285284.55,0.523695,1837.77
605,4.011261,,,,,2.399791e-03,0.1391,286186.61,0.525351,1831.98
606,4.003343,,,,,2.399790e-03,0.1299,244911.51,0.449582,2140.72
607,4.033347,,,,,2.399788e-03,0.1291,286776.67,0.526434,1828.21
608,3.992721,,,,,2.399786e-03,0.1337,286672.14,0.526242,1828.88
609,4.020649,,,,,2.399785e-03,0.1334,286732.92,0.526353,1828.49
610,4.013971,,,,,2.399783e-03,0.1232,286699.35,0.526292,1828.70
611,3.993888,,,,,2.399781e-03,0.1357,286695.83,0.526285,1828.73
612,4.013621,,,,,2.399779e-03,0.1311,286440.32,0.525816,1830.36
613,3.992702,,,,,2.399778e-03,0.1480,286626.29,0.526158,1829.17
614,4.007797,,,,,2.399776e-03,0.1944,286588.49,0.526088,1829.41
615,3.980505,,,,,2.399774e-03,0.2015,286583.82,0.526080,1829.44
616,3.983130,,,,,2.399773e-03,0.1444,285725.14,0.524503,1834.94
617,4.012856,,,,,2.399771e-03,0.1466,286592.11,0.526095,1829.39
618,4.004958,,,,,2.399769e-03,0.1424,286501.26,0.525928,1829.97
619,4.000561,,,,,2.399767e-03,0.1374,286552.19,0.526022,1829.64
620,4.012243,,,,,2.399765e-03,0.1452,286615.90,0.526139,1829.24
621,3.997512,,,,,2.399764e-03,0.1481,285695.89,0.524450,1835.13
622,4.013522,,,,,2.399762e-03,0.1677,286459.05,0.525851,1830.24
623,4.001013,,,,,2.399760e-03,0.1371,286363.82,0.525676,1830.85
624,3.975891,,,,,2.399758e-03,0.1269,286496.22,0.525919,1830.00
625,3.993400,,,,,2.399756e-03,0.1256,286644.93,0.526192,1829.05
626,3.992946,,,,,2.399755e-03,0.1452,286475.36,0.525881,1830.13
627,3.971772,,,,,2.399753e-03,0.1466,286551.18,0.526020,1829.65
628,3.985097,,,,,2.399751e-03,0.1483,286583.89,0.526080,1829.44
629,3.993090,,,,,2.399749e-03,0.1501,286576.01,0.526065,1829.49
630,3.981759,,,,,2.399747e-03,0.1732,286557.79,0.526032,1829.61
631,3.970622,,,,,2.399745e-03,0.1563,286641.42,0.526185,1829.07
632,4.005238,,,,,2.399744e-03,0.1301,286734.63,0.526357,1828.48
633,3.980957,,,,,2.399742e-03,0.1651,286648.56,0.526199,1829.03
634,3.975697,,,,,2.399740e-03,0.1927,286685.03,0.526266,1828.79
635,3.977982,,,,,2.399738e-03,0.1516,286794.13,0.526466,1828.10
636,3.967057,,,,,2.399736e-03,0.1747,285631.65,0.524332,1835.54
637,3.984512,,,,,2.399734e-03,0.1622,286663.58,0.526226,1828.93
638,3.967415,,,,,2.399732e-03,0.1402,286665.41,0.526229,1828.92
639,3.948903,,,,,2.399730e-03,0.1327,286784.15,0.526447,1828.16
640,3.952459,,,,,2.399728e-03,0.1611,286669.18,0.526236,1828.90
641,3.954327,,,,,2.399726e-03,0.1771,286649.27,0.526200,1829.02
642,3.978628,,,,,2.399725e-03,0.1396,286988.99,0.526823,1826.86
643,3.952439,,,,,2.399723e-03,0.1320,286862.33,0.526591,1827.66
644,3.969073,,,,,2.399721e-03,0.1320,286972.02,0.526792,1826.97
645,3.963192,,,,,2.399719e-03,0.1268,286913.01,0.526684,1827.34
646,3.957749,,,,,2.399717e-03,0.1307,286767.80,0.526417,1828.27
647,3.952413,,,,,2.399715e-03,0.1416,286618.78,0.526144,1829.22
648,3.924753,,,,,2.399713e-03,0.1395,286783.10,0.526446,1828.17
649,3.957681,,,,,2.399711e-03,0.1338,286946.07,0.526745,1827.13
650,3.956882,,,,,2.399709e-03,0.1449,286887.18,0.526637,1827.51
651,3.932404,,,,,2.399707e-03,0.1299,286383.10,0.525711,1830.72
652,3.954735,,,,,2.399705e-03,0.1402,286654.27,0.526209,1828.99
653,3.950429,,,,,2.399703e-03,0.1612,286834.83,0.526540,1827.84
654,3.971650,,,,,2.399701e-03,0.1516,286643.55,0.526189,1829.06
655,3.954149,,,,,2.399699e-03,0.1310,286716.05,0.526322,1828.60
656,3.955010,,,,,2.399697e-03,0.1450,286807.45,0.526490,1828.01
657,3.975310,,,,,2.399695e-03,0.1503,286017.58,0.525040,1833.06
658,3.955422,,,,,2.399693e-03,0.1477,286869.29,0.526604,1827.62
659,3.979539,,,,,2.399691e-03,0.1545,286759.99,0.526403,1828.32
660,3.925835,,,,,2.399689e-03,0.1456,286842.35,0.526554,1827.79
661,3.934360,,,,,2.399687e-03,0.1415,286780.59,0.526441,1828.19
662,3.944374,,,,,2.399685e-03,0.1426,286756.40,0.526397,1828.34
663,3.939797,,,,,2.399682e-03,0.1381,286826.94,0.526526,1827.89
664,3.945817,,,,,2.399680e-03,0.1247,286870.42,0.526606,1827.61
665,3.943288,,,,,2.399678e-03,0.1392,286740.43,0.526367,1828.44
666,3.926004,,,,,2.399676e-03,0.1360,286839.66,0.526549,1827.81
667,3.980739,,,,,2.399674e-03,0.1418,286804.34,0.526485,1828.03
668,3.963808,,,,,2.399672e-03,0.1463,286899.16,0.526659,1827.43
669,3.951942,,,,,2.399670e-03,0.1279,286791.92,0.526462,1828.11
670,3.940214,,,,,2.399668e-03,0.1399,286692.58,0.526279,1828.75
671,3.958135,,,,,2.399666e-03,0.1379,286700.54,0.526294,1828.70
672,3.925014,,,,,2.399664e-03,0.1327,286526.13,0.525974,1829.81
673,3.934264,,,,,2.399661e-03,0.1479,286665.48,0.526230,1828.92
674,3.929123,,,,,2.399659e-03,0.1573,286743.98,0.526374,1828.42
675,3.949115,,,,,2.399657e-03,0.1389,286683.31,0.526262,1828.81
676,3.927748,,,,,2.399655e-03,0.1389,286797.72,0.526472,1828.08
677,3.934178,,,,,2.399653e-03,0.1471,286706.04,0.526304,1828.66
678,3.938635,,,,,2.399651e-03,0.1517,286644.86,0.526192,1829.05
679,3.908744,,,,,2.399648e-03,0.1608,286844.07,0.526557,1827.78
680,3.918457,,,,,2.399646e-03,0.1579,286733.92,0.526355,1828.48
681,3.955579,,,,,2.399644e-03,0.1404,286976.78,0.526801,1826.94
682,3.899689,,,,,2.399642e-03,0.1428,285985.40,0.524981,1833.27
683,3.924534,,,,,2.399640e-03,0.1545,286839.25,0.526549,1827.81
684,3.930319,,,,,2.399637e-03,0.1334,286852.38,0.526573,1827.73
685,3.933604,,,,,2.399635e-03,0.1296,286847.70,0.526564,1827.76
686,3.911278,,,,,2.399633e-03,0.1523,286838.57,0.526547,1827.82
687,3.912934,,,,,2.399631e-03,0.1379,286838.76,0.526548,1827.81
688,3.941442,,,,,2.399628e-03,0.1284,286889.35,0.526641,1827.49
689,3.936277,,,,,2.399626e-03,0.1388,286844.07,0.526557,1827.78
690,3.872113,,,,,2.399624e-03,0.1221,286032.35,0.525067,1832.97
691,3.902552,,,,,2.399622e-03,0.1311,286872.74,0.526610,1827.60
692,3.912463,,,,,2.399619e-03,0.1354,286776.78,0.526434,1828.21
